ID,Ball,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
20648,"{22026, 22795, 21647, 22031, 20625, 20626, 22677, 22039, 22042, 20123, 19874, 20643, 19876, 21669, 19878, 20648, 22825, 21420, 21433, 21434, 21447, 20695, 21857, 20451, 20712, 19946, 22637, 21486, 20719, 22640, 20722, 19449, 20858}",,,,,,,,,,
29202,"{29697, 29831, 32391, 29202, 28819, 30754, 29736, 31658, 28588, 31663, 31670, 32054, 32442, 32827, 29373, 28863, 28869, 28231, 30537, 32204, 32219, 28779, 29419, 32636}",,,,,,,,,,
28967,"{29443, 29828, 30084, 32651, 30476, 28045, 29069, 29197, 32399, 29206, 29335, 30103, 31001, 28954, 29343, 29217, 28194, 28195, 32163, 28967, 29231, 29232, 32177, 31539, 28340, 29758, 32065, 32325, 30919, 31056, 27990, 31448, 31451, 31453, 29150, 31454, 29152, 31838, 31459, 32227, 31847, 29161, 30446, 30452, 30453, 28790, 29303, 28156}",,,,,,,,,,
7729,"{7427, 8331, 8076, 8462, 8600, 8601, 7711, 9125, 6183, 7596, 7729, 6198, 6710, 7866, 7870, 6339, 9283, 6597, 9542, 5960, 7496, 9417, 9544, 9294, 9169, 9299, 9174, 8924, 6111, 8930, 7145, 7530, 9067, 9071, 8944, 5748, 6900, 6901, 9207, 5756, 8957, 5886}",,,,,,,,,,
30631,"{31234, 31235, 28166, 28167, 28168, 28169, 32272, 32273, 32277, 28183, 28184, 29210, 28207, 28224, 29249, 29250, 28227, 29251, 28238, 29264, 29266, 28244, 29269, 29270, 29271, 29273, 29274, 29277, 29281, 29282, 29283, 31845, 29287, 29288, 29295, 29298, 29299, 29306, 29308, 29310, 29312, 29313, 29315, 29317, 29318, 29324, 29336, 30377, 30379, 30895, 30896, 30900, 30904, 30907, 30908, 30909, 30910, 30911, 30912, 30914, 30915, 30918, 28373, 31962, 31963, 31967, 31476, 31477, 31478, 31482, 31483, 31484, 31485, 31486, 32550, 31032, 30066, 30077, 30078, 30081, 32661, 32663, 30106, 31130, 30109, 31136, 30625, 30626, 31137, 30629, 30630, 30631, 30632, 31142, 30634, 31143, 31144, 30637, 30638, 28080, 28081, 30640, 30641, 30642, 30643, 30645, 30646, 30647, 30648, 30649, 30650, 30651, 30652, 29134, 29135, 29136, 28119}",,,,,,,,,,
20552,"{18593, 18594, 18650, 18251, 18316, 18732, 18796, 18287, 18797, 18194, 18487, 18521, 18522, 18749, 18687}",,,,,,,,,,
30292,"{29188, 28037, 28038, 30341, 30729, 30991, 28048, 30352, 30866, 30995, 29079, 31004, 29085, 28573, 29087, 31006, 30241, 30114, 29860, 31015, 32679, 30123, 32941, 28590, 31918, 28336, 32949, 28346, 29374, 29376, 30792, 30153, 30922, 31951, 32466, 30292, 31956, 30423, 29785, 30938, 28507, 30043, 28128, 31586, 30307, 32610, 28017, 29171, 30067, 32380, 28030}",,,,,,,,,,
14172,"{12675, 14084, 13061, 14214, 12551, 14218, 14222, 14478, 14609, 13465, 13980, 13854, 13727, 12576, 13855, 14496, 13093, 12584, 12586, 12589, 12463, 12977, 13746, 13747, 14259, 12859, 14399, 14400, 13633, 14535, 12883, 13140, 12250, 13147, 13148, 14171, 14172, 14173, 12640, 14562, 13938, 12915, 14583, 12281, 13055}",,,,,,,,,,
5687,"{2978, 3748, 3878, 3143, 2988, 3756, 3118, 3757, 3536, 3828, 3800, 3803}",,,,,,,,,,
28103,"{30083, 29832, 30344, 30730, 31882, 29455, 28308, 30755, 28587, 28971, 29739, 29741, 30257, 31665, 31923, 32562, 29370, 32828, 28740, 29381, 28103, 32202, 30030, 29007, 32208, 32211, 30305, 30311, 31593, 32235, 30316, 29165, 28399, 30326}",,,,,,,,,,
1507,"{2048, 2049, 2050, 2051, 2562, 2819, 2059, 2062, 2318, 2319, 2321, 2323, 2580, 2325, 2581, 2582, 2328, 2329, 2333, 2212, 1831, 1832, 1705, 2215, 2217, 1714, 2611, 2612, 2231, 2232, 2616, 1722, 2617, 2619, 2620, 2621, 1983, 2622, 1859, 1734, 1990, 2375, 2378, 1740, 1741, 1997, 2384, 2385, 1750, 2134, 1755, 1756, 2013, 1757, 1763, 2148, 2789, 2662, 2663, 2024, 2664, 2665, 2666, 2667, 2790, 2791, 2793, 2674, 2675, 2420, 2679}",,,,,,,,,,
28185,"{28544, 29441, 30338, 32517, 29195, 30350, 30735, 29717, 28185, 28058, 30235, 28064, 29358, 31538, 29747, 31684, 29127, 30803, 31583, 29408, 29800}",,,,,,,,,,
12715,"{14336, 13441, 14466, 14211, 12932, 12933, 14212, 14344, 13324, 13712, 13976, 12834, 13733, 13734, 13097, 12715, 12209, 14521, 14531, 14537, 14283, 13900, 12369, 13649, 13019, 12381, 12637, 12382, 13287, 14055, 13034, 13930}",,,,,,,,,,
5440,"{4832, 4417, 4812, 4370, 4435, 3893, 4312, 4669}",,,,,,,,,,
20920,"{21129, 21388, 19853, 19984, 21138, 20373, 19997, 20388, 20528, 20660, 20023, 19767, 20408, 20025, 20920, 20921, 21565, 21706, 21581, 20431, 20559, 20689, 21583, 21585, 19796, 21714, 20573, 19550, 21862, 20080, 21616, 19826, 21109, 21621, 21879}",,,,,,,,,,
18961,"{18788, 18629, 18534, 18124, 18256, 18417, 18577, 18452, 18456, 18398}",,,,,,,,,,
9183,"{8574, 8580, 8584, 9487, 6417, 9491, 6551, 9376, 8995, 7462, 9639, 7338, 9134, 9135, 9137, 5811, 6707, 9285, 6864, 5841, 5842, 8786, 9427, 8790, 9302, 7513, 7514, 6109, 7518, 9181, 9183, 9311, 9438, 7014, 8427, 8947, 8310, 7928, 8569, 8060, 8573, 7934}",,,,,,,,,,
15672,"{14858, 15019, 14933, 15003, 14910, 14943}",,,,,,,,,,
12485,"{10534, 10566, 10662, 10637, 10480, 10481, 10512, 10679, 10779, 10782}",,,,,,,,,,
29193,"{30848, 29181, 29054, 29058, 29698, 29826, 29062, 29063, 30849, 29193, 30346, 29819, 30862, 28815, 28816, 29457, 30864, 28052, 29821, 28824, 29208, 29850, 29734, 29479, 29875, 29878, 31799, 28728, 32313, 28220, 30781, 30274, 30533, 28109, 28878, 29780, 27991, 29911, 29017, 29018, 30042, 29020, 28893, 28894, 29021, 31065, 28257, 28898, 29795, 31201, 28262, 28903, 31976, 28905, 28906, 28911, 28912, 28273, 29807, 31220, 28278, 29051, 29053, 28926, 29055}",,,,,,,,,,
26258,"{25989, 26247, 26251, 25997, 26258, 26386, 26260, 26388, 26392, 26009, 25882, 25503, 26015, 25506, 26020, 26021, 26276, 25896, 25513, 25898, 26024, 26027, 26282, 26286, 26414, 26290, 25525, 25781, 26295, 26298, 26426, 25788, 26427, 26046, 26052, 26444, 25805, 26320, 25554, 26452, 25560, 25561, 26209, 17891, 25577, 25979}",,,,,,,,,,
13661,"{10538, 10542, 10576, 10460, 10461, 10463}",,,,,,,,,,
24719,"{23170, 23178, 23058, 23060, 23191, 23192, 23197, 23205, 23085, 22963, 23091, 23220, 23230, 22984, 23007, 23141, 23143, 23150, 23030}",,,,,,,,,,
6386,"{5346, 5347, 5124, 5093, 5349, 5040, 5712}",,,,,,,,,,
13035,"{10373, 10535, 10409, 10603, 10574, 10770, 10648, 10299}",,,,,,,,,,
5814,"{4512, 4193, 4771, 4237, 4493, 4591, 4818, 4827}",,,,,,,,,,
14137,"{14345, 14348, 13069, 14486, 14487, 13103, 14128, 13105, 13619, 14134, 14137, 14273, 13637, 14413, 14158, 13647, 14416, 12501, 13911, 13783, 13659, 12380, 12898, 13925, 13286, 13799, 13672, 14312, 13294, 13297}",,,,,,,,,,
1764,"{2177, 1795, 2053, 2186, 2316, 2701, 2703, 2831, 2709, 2326, 2710, 2074, 2081, 2089, 1835, 1837, 1710, 2221, 1968, 1713, 2096, 2097, 2605, 2862, 2102, 1850, 1980, 1984, 1732, 1988, 2374, 2377, 1996, 2381, 1743, 1746, 2005, 2261, 1764, 1767, 2409, 2797, 1779, 2172, 2174}",,,,,,,,,,
13036,"{14477, 13456, 12563, 12324, 12581, 14077, 13739, 13100, 13101, 12590, 13740, 13107, 12598, 14263, 13112, 14265, 12860, 13629, 12991, 13632, 12867, 14403, 14404, 14534, 14169, 14170, 14176, 14178, 14179, 13156, 14182, 14058, 13036, 14572, 13935, 12664, 12669}",,,,,,,,,,
8732,"{5260, 4880, 5489, 5650, 5523, 5396, 5587}",,,,,,,,,,
6487,"{3169, 3114, 3307, 3246, 3854, 3855, 2962, 2941, 3358}",,,,,,,,,,
2064,"{1538, 1545, 1562, 1577, 1580, 1581, 1594, 1600, 1608, 1614, 1615, 1616, 1494, 1503, 1504, 1505, 1512, 1523, 1530, 1534}",,,,,,,,,,
23262,"{22976, 23073, 23237, 23046, 23064, 23050, 23054, 23055, 23086, 23121, 23215, 23127, 22968, 23033, 23034, 22973, 23038}",,,,,,,,,,
1857,"{2179, 2320, 1812, 2324, 1815, 1816, 2840, 2332, 2463, 2719, 2681, 1844, 1973, 2485, 1975, 2360, 2745, 2747, 2748, 1725, 2239, 2495, 1857, 1858, 1860, 2500, 2503, 2376, 1865, 2635, 2636, 2511, 2137, 2138, 2014, 2146, 2279, 2280, 2539, 2284, 2540, 2288, 1778, 2037, 2293, 2806, 1785, 2682, 2683, 2685}",,,,,,,,,,
22034,"{20613, 22029, 22034, 22035, 22038, 21405, 19872, 20642, 21416, 19370, 20656, 20930, 21443, 20037, 20687, 20946, 21467, 21471, 21474, 21476, 20582, 22641, 20605}",,,,,,,,,,
28174,"{32516, 28174, 29967, 32924, 30752, 32819, 32820, 28216, 28218, 28604, 29379, 28490, 29398, 30304, 28644, 29925, 28774, 32233, 30570, 32234, 28396, 29168, 28530}",,,,,,,,,,
14554,"{13720, 14498, 12709, 13737, 12849, 13108, 14519, 12359, 12236, 12243, 13656, 14554, 12383, 13024, 13032, 13300, 12408, 12409, 14334}",,,,,,,,,,
2047,"{2072, 1948, 2846, 2082, 1827, 1828, 1829, 2083, 2085, 2086, 2091, 2107, 1981, 2110, 2240, 2241, 2242, 1991, 2120, 2121, 2254, 2127, 2256, 2387, 2262, 2263, 2265, 2395, 2398, 2402, 2408, 2282, 2283, 2414, 2168, 2047}",,,,,,,,,,
21213,"{19329, 21763, 22007, 21753, 19207, 22536, 21769, 22155, 19341, 22158, 19727, 20751, 21908, 20759, 19358, 19871, 20133, 19372, 19629, 19251, 21174, 21180, 21181, 21182, 21186, 20810, 21201, 19154, 19539, 20179, 21202, 20823, 20185, 19163, 19164, 21213, 19299, 19300, 20963, 19177, 19308, 21999, 21234, 21749, 22006, 20987, 22008, 20729, 21754, 19323, 21751, 20734}",,,,,,,,,,
16822,"{14725, 14853, 14665, 14765, 14739, 14772, 14615, 14744, 14777, 14778}",,,,,,,,,,
12559,"{13831, 13448, 13449, 13577, 12939, 13838, 12559, 12306, 14610, 13461, 13469, 12714, 12587, 12852, 13118, 12227, 12634, 12635, 14304, 13025, 12773, 12774, 14056, 13932, 12397, 14453, 14454}",,,,,,,,,,
12929,"{12929, 13954, 13956, 13957, 12934, 13575, 13959, 13960, 14596, 14600, 14601, 13584, 12947, 13593, 13215, 12839, 14377, 14378, 14380, 13951, 12979, 12990, 14015, 14016, 13386, 13003, 13387, 13388, 13390, 12880, 13010, 13394, 13395, 13396, 13400, 12890, 13403, 13407, 13413, 13415, 13417, 12909, 13421, 13167, 12912, 13169, 13426, 13427, 13173, 13432, 13434, 13948, 13949, 13950, 12927}",,,,,,,,,,
5263,"{6656, 6026, 7818, 5779, 7316, 7828, 7190, 7318, 9239, 8095, 7969, 8993, 9121, 7973, 6957, 9007, 6715, 6975, 8259, 6342, 6106, 6372, 8036, 8300, 7414, 7926, 5753, 6655}",,,,,,,,,,
32356,"{28036, 29444, 29064, 28041, 29325, 29986, 29987, 30118, 29356, 30256, 31793, 29362, 31417, 28607, 31808, 31553, 31171, 32454, 28368, 32977, 31059, 28756, 28757, 28246, 29912, 29145, 29149, 30561, 31841, 28003, 28004, 29155, 32356, 32745, 30449, 29047}",,,,,,,,,,
13070,"{13070, 13583, 12567, 14489, 14233, 14490, 14491, 13598, 14248, 13231, 12855, 13752, 14024, 12372, 14305, 13154, 14436, 13944, 13437, 12926}",,,,,,,,,,
7624,"{8708, 9094, 8204, 6933, 6550, 6430, 8741, 7078, 8745, 6060, 6061, 8748, 8749, 9009, 7090, 8756, 9397, 7606, 7607, 6840, 6200, 8253, 7624, 7880, 8654, 7632, 7637, 6615, 6492, 7647, 9456, 7668, 9460, 6525}",,,,,,,,,,
5959,"{3200, 3619, 3017, 3856, 3409, 3378, 3319, 3160}",,,,,,,,,,
30351,"{31875, 28548, 31750, 31754, 30733, 30351, 31760, 30994, 32533, 32535, 31912, 31915, 29740, 31916, 29871, 30006, 29879, 30134, 29116, 28107, 30797, 30799, 30289, 30290, 30291, 30300, 28254, 28255, 32998, 32747, 29179, 30587, 30846}",,,,,,,,,,
29952,"{29952, 29953, 29954, 30976, 30978, 30979, 32134, 30983, 30607, 31120, 29715, 30612, 28567, 31128, 31261, 30494, 31262, 30496, 31263, 30498, 30499, 31265, 31782, 31272, 31787, 30510, 28467, 28726, 30519, 30521, 32444, 32447, 32448, 28481, 30146, 30147, 30148, 30149, 32585, 32586, 29010, 31186, 31572, 32212, 32213, 31191, 32214, 32215, 32217, 31195, 31196, 32859, 31582, 32860, 32995, 31589, 28137, 30700, 30702, 30704, 30705, 30706, 30707, 30708, 30966, 29944, 30970, 28159}",,,,,,,,,,
19887,"{21634, 20618, 20619, 21141, 20120, 21661, 21156, 20390, 20651, 21550, 19887, 21951, 20034, 20036, 20549, 21574, 20681, 21577, 21969, 20434, 21717, 19802, 20062, 20703, 20448, 19807, 21351, 19822, 19823, 21614, 19698, 21113, 21118}",,,,,,,,,,
13243,"{13457, 13979, 12326, 12967, 14374, 13353, 13370, 13243, 12603, 12733, 13379, 13253, 13383, 13128, 14153, 12875, 13264, 12265, 12266, 14576, 13045, 14584, 13182, 13823}",,,,,,,,,,
13044,"{11008, 11009, 10886, 10964, 10965, 10966, 10969, 11194, 10940}",,,,,,,,,,
21803,"{19461, 21512, 19473, 19487, 19491, 19492, 19512, 19515, 19537, 22119, 22121, 22122, 19570, 22130, 22131, 19585, 19603, 19604, 19605, 19607, 19097, 19613, 19614, 19108, 19624, 19113, 19136, 19142, 19152, 19155, 19162, 19170, 19172, 19184, 22779, 19205, 20747, 20750, 20761, 19226, 20762, 21786, 21787, 21791, 21793, 19235, 21801, 21802, 21803, 20781, 20784, 19254, 21814, 21815, 19257, 21819, 19263, 19266, 20802, 20829, 20836, 22372, 22375, 19311, 20849, 19317, 19320, 19325, 19331, 19368, 19393, 19397, 19412, 19420, 19421, 19430, 19438, 19451}",,,,,,,,,,
6074,"{3289, 3385, 2888, 2889, 3337, 3054, 3280, 3764, 3285, 3286, 3574, 3384, 3065, 3290}",,,,,,,,,,
660,"{641, 1153, 772, 517, 648, 777, 904, 526, 400, 657, 912, 1043, 660, 1046, 1048, 537, 1150, 824, 698, 956, 958, 1472, 961, 964, 1221, 966, 967, 1222, 1223, 1224, 843, 1225, 1226, 594, 1251, 1131, 1392, 625, 881, 1393, 1394, 373, 629, 885, 892, 893, 382}",,,,,,,,,,
7448,"{7169, 7695, 6678, 6687, 9273, 8763, 8764, 8765, 8767, 9279, 8769, 8772, 9286, 8774, 7240, 8775, 8777, 9293, 8782, 8783, 7774, 6751, 6778, 6779, 6780, 6781, 6782, 6783, 8352, 8359, 8370, 8374, 8375, 8376, 6415, 6423, 7448, 6944, 9520, 6455, 7479, 7997, 6462, 6463, 7998, 9023, 9025, 9026, 9027, 9028, 9029, 6983, 9032, 8009, 9034, 7023, 6517, 7047, 7048, 7589, 9641, 8106, 7602, 7603, 8114, 7605, 7608, 7609, 7620, 7627, 7121, 8666, 7649, 7138, 6627, 6628, 9697, 7656, 7156}",,,,,,,,,,
28948,"{28288, 29185, 29186, 30467, 32128, 31239, 29065, 30480, 30482, 29075, 28948, 32402, 32915, 30104, 29822, 31642, 29341, 30635, 30636, 32179, 30262, 30916, 32069, 32073, 31446, 31457, 31458, 32868, 29414, 31720, 31850, 29293, 28275, 30462}",,,,,,,,,,
8717,"{9088, 8713, 8717, 8718, 6031, 6032, 6543, 9613, 8724, 8725, 6816, 7467, 7084, 7347, 7361, 8645, 7369, 6361, 8284, 8547, 6245, 6253, 7920, 6513, 8950, 8061, 8062}",,,,,,,,,,
30159,"{30720, 30721, 30722, 28803, 32257, 30984, 30985, 30986, 31625, 32138, 31629, 32139, 31631, 31633, 31124, 30486, 30712, 31770, 28827, 29979, 28571, 29980, 30367, 30116, 32166, 30376, 29737, 30121, 32684, 30128, 30129, 30515, 30132, 30388, 30389, 30135, 30516, 30517, 30972, 30140, 28479, 30144, 30145, 30151, 32590, 28623, 30159, 29009, 30162, 30163, 32468, 28885, 30165, 30166, 30167, 30168, 30169, 30170, 32352, 30179, 32740, 31590, 30695, 30697, 31594, 30703, 31089, 28280, 30971, 30716, 30973, 30719}",,,,,,,,,,
8797,"{5476, 5448, 4937, 5069, 5167, 5490, 5013, 5014, 5375}",,,,,,,,,,
29485,"{31748, 31749, 31245, 29199, 31252, 31256, 31643, 31644, 31645, 32307, 28738, 28739, 31432, 31433, 31688, 31689, 28492, 31436, 31438, 31439, 31440, 32843, 31443, 31444, 31445, 29142, 29143, 31081, 28527, 32754, 31990, 31866, 31743}",,,,,,,,,,
7232,"{7808, 6406, 6535, 6536, 8206, 9231, 9233, 9235, 8982, 8983, 8984, 8985, 8986, 8987, 8988, 8733, 8989, 8371, 7232, 6474, 6475, 7242, 9418, 9419, 9420, 9421, 6228, 6617, 6618, 6619, 6620, 8025, 7778, 8292, 8421, 9320, 6509, 8560, 7158, 7159, 7294, 7295}",,,,,,,,,,
21975,"{21511, 19464, 21516, 21518, 19472, 19475, 19480, 19481, 21540, 19501, 19507, 19509, 22073, 22077, 22078, 19558, 19559, 19560, 19563, 19572, 19588, 19591, 19593, 22162, 22165, 19606, 19103, 19104, 22690, 22691, 22692, 19621, 22693, 19111, 19623, 22694, 19116, 19630, 22191, 22207, 19141, 19145, 19149, 22756, 22757, 19174, 19186, 19193, 19194, 20733, 19199, 20736, 20748, 19215, 19224, 20763, 21788, 20766, 22817, 22818, 22819, 21796, 20775, 21799, 20777, 20779, 21818, 20801, 20807, 20808, 20809, 20811, 20817, 19283, 19284, 19285, 20824, 19301, 20840, 20841, 20843, 19322, 22906, 19330, 19342, 19346, 19379, 19396, 21975, 21976, 21977, 19418, 21979, 21981, 21982, 21983, 21987, 21989, 21990, 19431, 21991, 21992, 21993, 21997, 21998, 21498}",,,,,,,,,,
24042,"{23296, 23393, 23267, 23459, 23365, 23491, 23434, 23275, 23535, 23348, 23380, 23417, 23514, 23455}",,,,,,,,,,
512,"{2, 4, 139, 19, 20, 149, 153, 162, 164, 167, 169, 170, 45, 48, 49, 50, 176, 184, 187, 195, 196, 101, 114}",,,,,,,,,,
30407,"{32769, 30810, 31247, 32783, 31194, 31307, 31891, 31892, 31253, 31893, 31897, 31898, 31772, 31775, 31777, 28322, 32813, 28347, 31292, 31297, 30403, 30660, 30662, 30407, 30408, 30409, 30410, 30411, 30412, 30413, 30414, 30415, 30664, 30417, 30666, 30419, 30668, 30670, 30671, 29015, 29016, 30673, 30676, 30677, 30680, 30681, 30683, 30684, 30686, 30689, 30690, 30435, 31074, 32863, 30185, 30442, 28406, 31190}",,,,,,,,,,
21169,"{22016, 21768, 19339, 21775, 21776, 21904, 22519, 22429, 22521, 22432, 19105, 22522, 19493, 19243, 21163, 21164, 21165, 21168, 21169, 21173, 21046, 20799, 21188, 19146, 20818, 20821, 21210, 21215, 20964, 19303, 21224, 19178, 19307, 19820, 21229, 21230, 21240, 21235, 21241, 22517, 22518, 19576, 20985, 20730, 22524, 22015}",,,,,,,,,,
12252,"{12820, 12310, 13718, 13726, 12193, 12333, 12601, 12219, 13901, 13648, 13017, 13018, 12252, 12384, 12385, 13288, 13289, 13290, 13299, 12404, 12920}",,,,,,,,,,
13042,"{10112, 9858, 10018, 10279, 10152, 10092, 10254, 9817, 9916, 9917}",,,,,,,,,,
22829,"{19840, 22921, 22922, 19858, 19859, 20901, 19367, 19369, 22829, 22830, 20030, 20927, 20425, 22735, 22610, 22612, 19798, 20574, 20083, 22650, 22270}",,,,,,,,,,
10792,"{13829, 13193, 13578, 12566, 13591, 13847, 13594, 13340, 12704, 12577, 13856, 13219, 13857, 12741, 12636, 14301, 13022, 12536, 13153, 12775, 13804, 13168, 13810, 13176, 12921, 12797}",,,,,,,,,,
27653,"{27113, 27596, 27226, 27227, 27517}",,,,,,,,,,
6995,"{4900, 5030, 5097, 5103, 5555, 5399, 5656, 4953}",,,,,,,,,,
5176,"{4390, 4104, 4748, 4845, 3918, 3919, 3920, 3987, 4085, 4022, 4024, 4857, 4216}",,,,,,,,,,
5823,"{6273, 6785, 7425, 6148, 6149, 9221, 6664, 7050, 7328, 8737, 7978, 5803, 5804, 5946, 5947, 5823, 6464, 7999, 8639, 7927, 7758, 8661, 6999, 8535, 8540, 6881, 8556, 7789, 6647, 6396, 6397}",,,,,,,,,,
6439,"{7430, 8200, 7440, 8083, 6948, 6439, 6440, 7983, 7345, 8503, 8637, 9156, 5834, 9050, 9187, 9444, 8167, 6633, 9202, 6259, 8057, 5885}",,,,,,,,,,
32423,"{28164, 29958, 32140, 32525, 32143, 32914, 28181, 32409, 32411, 32413, 28446, 28577, 31267, 29988, 32420, 32423, 30380, 31287, 31288, 30393, 31290, 31291, 32183, 32187, 32581, 32718, 32719, 32720, 32976, 32472, 32473, 32475, 31069, 30046, 32485, 32486, 32488, 32490, 32491, 32750, 32886, 32247, 32378, 28285, 31359}",,,,,,,,,,
29435,"{30726, 29447, 30855, 32264, 30353, 28704, 28450, 30756, 28582, 28199, 30767, 28465, 30769, 28851, 29751, 30776, 29113, 32569, 29762, 32455, 28117, 29782, 28124, 29154, 29413, 29805, 29940, 29046, 29435, 28158}",,,,,,,,,,
30880,"{30980, 29449, 30347, 30220, 29716, 32281, 30746, 32283, 30880, 31531, 31535, 28209, 28210, 31666, 28222, 31680, 29377, 32706, 30276, 30277, 30282, 32203, 31060, 32089, 31837, 30308, 29170, 29812}",,,,,,,,,,
10553,"{9731, 9733, 10220, 9938, 9778, 9975, 10169}",,,,,,,,,,
18979,"{19971, 19722, 20879, 19738, 22810, 20644, 20906, 21689, 19517, 20414, 20548, 21576, 22733, 21968, 20433, 20694, 21463, 19806, 20063, 21612, 20349, 21613, 21740, 22509, 21873, 20728, 19964, 21117, 19839}",,,,,,,,,,
7629,"{7042, 6532, 6533, 7310, 7064, 7708, 6302, 8481, 8482, 8483, 8484, 8485, 7206, 6055, 8104, 8488, 7597, 8112, 7093, 7094, 7865, 6076, 6846, 6847, 8128, 8896, 7618, 8131, 9152, 9280, 7110, 8903, 8905, 8780, 7629, 8909, 8912, 8915, 7126, 8918, 8919, 8920, 8921, 8923, 7645, 7137, 7266, 7013, 7285, 7037}",,,,,,,,,,
23481,"{24960, 24201, 24202, 24204, 24972, 24206, 24207, 24973, 25106, 24852, 24344, 24217, 24857, 23965, 25120, 24865, 25123, 24872, 24874, 24747, 23988, 24762, 24763, 23996, 24258, 24004, 25159, 24266, 24273, 25177, 24924, 24931, 24422, 24043, 23916, 25068, 24945, 24951, 25210, 24571}",,,,,,,,,,
4923,"{3329, 3140, 3365, 3435, 3055, 3610, 2996, 2902, 3833, 3326, 2974}",,,,,,,,,,
7134,"{5760, 9472, 8067, 7557, 7560, 6290, 6165, 6166, 9257, 9516, 7985, 6324, 6584, 7484, 9408, 8522, 5966, 7380, 7386, 7134, 6120, 6121, 5994, 6890, 7278, 8309, 7800}",,,,,,,,,,
28046,"{28928, 28931, 28804, 28932, 28934, 28935, 28936, 29827, 29829, 30724, 32650, 28046, 30863, 29712, 28689, 28818, 29823, 32162, 29997, 28464, 31668, 28087, 32312, 31804, 29380, 30532, 28363, 29389, 29776, 29395, 30554, 31066, 31707, 32218, 28126, 29791, 29153, 31970, 29028, 31207, 28910, 28143, 29423, 32883, 28276, 32884, 29942, 29689, 28925, 28927}",,,,,,,,,,
6640,"{3968, 3969, 4128, 4129, 4289, 4356, 4357, 4768, 4394, 4188, 4382}",,,,,,,,,,
16953,"{17024, 17025, 17027, 17031, 17034, 17045, 16920, 16921, 16923, 16930, 16932, 16937, 16943, 16945, 16952, 16953, 16964, 16968, 16969, 16975, 16977, 16987, 16988, 16991, 16997, 16998, 17000, 17006, 17007, 17010, 17011, 17012, 17013, 17014, 17016, 17019}",,,,,,,,,,
30569,"{30594, 30595, 30596, 30597, 31494, 30861, 31374, 31376, 31762, 31380, 28053, 30485, 28439, 28316, 28189, 28703, 32804, 30373, 28585, 28842, 31277, 32176, 28338, 28339, 32692, 28343, 30394, 32314, 30396, 32315, 32316, 32317, 32318, 32832, 31685, 31687, 30665, 28747, 30669, 31693, 28753, 31187, 28632, 28633, 28634, 30687, 30688, 30568, 28649, 28650, 28651, 28652, 30569, 28782, 32365, 32367, 28029}",,,,,,,,,,
6573,"{8956, 8197, 5895, 5896, 6153, 7559, 8073, 8976, 5795, 6573, 6574, 5825, 7384, 7642, 7132, 6766, 8815, 8819, 8826, 8314, 7036}",,,,,,,,,,
16133,"{16768, 16769, 16258, 16133, 16134, 16137, 16650, 16785, 16786, 16531, 16787, 16533, 16534, 15517, 16805, 16806, 16049, 16052, 16053, 16059, 16066, 16202, 16203, 16076, 16077, 16204, 16205, 16080, 16207, 16209, 26187, 16084, 15485, 26190, 26191, 16220, 16221, 25565, 16224, 16225, 16099, 16251, 16488, 15593, 16112, 16506, 16123, 16124, 16125, 16126, 16767}",,,,,,,,,,
19051,"{18691, 18695, 18154, 18636, 18445, 18109, 18622}",,,,,,,,,,
20372,"{19471, 20623, 22928, 20372, 20888, 19865, 19996, 21404, 20526, 20913, 20658, 20659, 19765, 21564, 20669, 21692, 20043, 20939, 20940, 20430, 21589, 22618, 19934, 20706, 20707, 21608, 19948, 21100, 21868, 20336, 22771, 22902, 20855, 20090, 21627}",,,,,,,,,,
32456,"{30854, 31878, 30088, 29067, 30736, 28054, 29724, 28447, 29088, 30881, 29094, 28456, 29105, 29368, 30138, 28987, 28351, 28993, 28102, 32456, 31946, 30416, 32464, 29141, 30935, 28384, 30324, 31092, 29691, 32510, 30335}",,,,,,,,,,
15703,"{14849, 14661, 14854, 14793, 14668, 14834, 14620, 14812, 14845, 14846}",,,,,,,,,,
31233,"{31233, 28291, 31236, 28172, 32910, 28049, 29330, 29331, 28436, 28437, 28440, 28067, 29348, 29349, 29350, 29224, 30378, 28597, 29240, 30905, 30906, 29252, 29254, 32503, 28110, 28253, 31844, 29289, 29290, 31849, 29292, 29294, 32500, 29301, 28150, 29302, 32501, 28281, 31226, 32502, 31229, 31230, 31231}",,,,,,,,,,
6079,"{4295, 4456, 4776, 4777, 4203, 4206, 4468, 4564, 4054, 4344, 4063}",,,,,,,,,,
7838,"{3040, 3300, 3206, 3624, 2986, 2891, 2955, 3116, 3243, 3275, 3666, 3571, 3732, 3291, 3100, 2975}",,,,,,,,,,
13062,"{9793, 9857, 10019, 10091, 10093, 10189, 10260, 9915}",,,,,,,,,,
5115,"{5184, 4972, 4973, 4913, 4914, 4915, 5115, 5182, 5151}",,,,,,,,,,
32900,"{28161, 32900, 30725, 29704, 30992, 29460, 29729, 28458, 31662, 32051, 29748, 32440, 30012, 31676, 30143, 31809, 28485, 30927, 31831, 32855, 32483, 28261, 32232, 32744, 31211, 29804, 32876, 33006, 32625, 29426, 28151, 29432}",,,,,,,,,,
